,display_name,ISO code,Language,Relevant Countries,Country,# Speakers,is_in_seacrowd,population
989,Pa’o (blk),blk,Pa’o,"Myanmar, Thailand",Myanmar,560000,True,<1M
990,Paku Karen (jkp),jkp,Paku Karen,Myanmar,Myanmar,5300,False,<10K
991,Parauk Wa (prk),prk,Parauk Wa,Myanmar,Myanmar,400000,True,<1M
992,Paungnyuan Naga (umn),umn,Paungnyuan Naga,Myanmar,Myanmar,4000,False,<10K
993,Ponyo-Gongwang Naga (npg),npg,Ponyo-Gongwang Naga,Myanmar,Myanmar,4500,False,<10K
994,Pwo Eastern Karen (kjp),kjp,Pwo Eastern Karen,"Myanmar, Thailand",Myanmar,1000000,True,<10M
995,Pwo Western Karen (pwo),pwo,Pwo Western Karen,Myanmar,Myanmar,210000,True,<1M
996,Pyen (pyy),pyy,Pyen,Myanmar,Myanmar,600,False,<1K
997,Rakhine (rki),rki,Rakhine,Myanmar,Myanmar,1820000,True,<10M
998,Rawang (raw),raw,Rawang,Myanmar,Myanmar,62000,True,<100K
999,Rawngtu Chin (weu),weu,Rawngtu Chin,Myanmar,Myanmar,5000,False,<10K
1000,Riang Lai (yin),yin,Riang Lai,Myanmar,Myanmar,12000,True,<100K
1001,Riang Lang (ril),ril,Riang Lang,Myanmar,Myanmar,12500,True,<100K
1002,Rohingya (rhg),rhg,Rohingya,Myanmar,Myanmar,800000,False,<1M
1003,Ruching Palaung (pce),pce,Ruching Palaung,Myanmar,Myanmar,258000,True,<1M
1004,Rumai Palaung (rbb),rbb,Rumai Palaung,Myanmar,Myanmar,139000,True,<1M
1005,Rungtu Chin (rtc),rtc,Rungtu Chin,Myanmar,Myanmar,4000,False,<10K
1006,S’gaw Karen (ksw),ksw,S’gaw Karen,"Myanmar, Thailand",Myanmar,1360000,True,<10M
1007,Samtao (stu),stu,Samtao,Myanmar,Myanmar,9550,False,<10K
1008,Senthang Chin (sez),sez,Senthang Chin,Myanmar,Myanmar,33000,False,<100K
1009,Shan (shn),shn,Shan,"Myanmar, Thailand",Myanmar,3200000,True,<10M
1010,Shwe Palaung (pll),pll,Shwe Palaung,Myanmar,Myanmar,148000,True,<1M
1011,Siyin Chin (csy),csy,Siyin Chin,Myanmar,Myanmar,10000,True,<100K
1012,Songlai Chin (csj),csj,Songlai Chin,Myanmar,Myanmar,7300,False,<10K
1013,Sumtu Chin (csv),csv,Sumtu Chin,Myanmar,Myanmar,14000,False,<100K
1014,Tai Laing (tjl),tjl,Tai Laing,Myanmar,Myanmar,100000,False,<1M
1015,Tai Nüa (tdd),tdd,Tai Nüa,Myanmar,Myanmar,540000,True,<1M
1016,Taman (tcl),tcl,Taman,Myanmar,Myanmar,0,False,<10
1017,Tangkhul Naga (ntx),ntx,Tangkhul Naga,Myanmar,Myanmar,4000,True,<10K
1018,Tangshang Naga (nst),nst,Tangshang Naga,Myanmar,Myanmar,60000,True,<100K
1019,Taungyo (tco),tco,Taungyo,Myanmar,Myanmar,40000,False,<100K
1020,Tavoyan (tvn),tvn,Tavoyan,Myanmar,Myanmar,400000,False,<1M
1021,Tawr Chin (tcp),tcp,Tawr Chin,Myanmar,Myanmar,700,False,<1K
1022,Tedim Chin (ctd),ctd,Tedim Chin,Myanmar,Myanmar,189000,True,<1M
1023,Thado Chin (tcz),tcz,Thado Chin,Myanmar,Myanmar,243000,True,<1M
1024,Thaiphum Chin (cth),cth,Thaiphum Chin,Myanmar,Myanmar,1000,True,<10K
1025,Uppu Chin (cnb),cnb,Uppu Chin,Myanmar,Myanmar,19600,False,<100K
1026,Western Kayah (kyu),kyu,Western Kayah,Myanmar,Myanmar,150000,True,<1M
1027,Wewaw (wea),wea,Wewaw,Myanmar,Myanmar,0,False,<10
1028,Yinbaw (kvu),kvu,Yinbaw,Myanmar,Myanmar,7300,True,<10K
1029,Yintale (kvy),kvy,Yintale,Myanmar,Myanmar,1000,True,<10K
1030,Zaiwa (atb),atb,Zaiwa,Myanmar,Myanmar,80000,True,<100K
1031,Zayein (kxk),kxk,Zayein,Myanmar,Myanmar,9300,False,<10K
1032,Zo (zom),zom,Zo,Myanmar,Myanmar,61000,True,<100K
1033,Zotung Chin (czt),czt,Zotung Chin,Myanmar,Myanmar,40000,True,<100K
1034,Zyphe Chin (zyp),zyp,Zyphe Chin,Myanmar,Myanmar,17000,True,<100K
1035,Abellen Ayta (abp),abp,Abellen Ayta,Philippines,Philippines,3000,True,<10K
1036,Adasen (tiu),tiu,Adasen,Philippines,Philippines,4000,False,<10K
1037,Agusan Manobo (msm),msm,Agusan Manobo,Philippines,Philippines,60000,True,<100K
1038,Agutaynen (agn),agn,Agutaynen,Philippines,Philippines,15000,True,<100K
1039,Aklanon (akl),akl,Aklanon,Philippines,Philippines,93200,True,<100K
1040,Alangan (alj),alj,Alangan,Philippines,Philippines,2150,True,<10K
1041,Ambala Ayta (abc),abc,Ambala Ayta,Philippines,Philippines,1660,True,<10K
1042,Amganad Ifugao (ifa),ifa,Amganad Ifugao,Philippines,Philippines,27100,True,<100K
1043,Arta (atz),atz,Arta,Philippines,Philippines,11,True,<100
1044,Ata (atm),atm,Ata,Philippines,Philippines,2,False,<10
1045,Ata Manobo (atd),atd,Ata Manobo,Philippines,Philippines,26700,True,<100K
1046,Ati (atk),atk,Ati,Philippines,Philippines,1500,True,<10K
1047,Bagobo-Klata (bgi),bgi,Bagobo-Klata,Philippines,Philippines,55000,True,<100K
1048,Balangao (blw),blw,Balangao,Philippines,Philippines,21300,True,<100K
1049,Balangingih Sama (sse),sse,Balangingih Sama,Philippines,Philippines,80000,True,<100K
1050,Bangon (bnj),bnj,Bangon,Philippines,Philippines,1130,True,<10K
1051,Bantayanon (bfx),bfx,Bantayanon,Philippines,Philippines,71600,False,<100K
1052,Bantoanon (bno),bno,Bantoanon,Philippines,Philippines,75000,True,<100K
1053,Batad Ifugao (ifb),ifb,Batad Ifugao,Philippines,Philippines,10100,True,<100K
1054,Batak (bya),bya,Batak,Philippines,Philippines,1480,True,<10K
1055,Baybayanon (bvy),bvy,Baybayanon,Philippines,Philippines,10000,True,<100K
1056,Binongan Itneg (itb),itb,Binongan Itneg,Philippines,Philippines,7500,True,<10K
1057,Binukid (bkd),bkd,Binukid,Philippines,Philippines,100000,True,<1M
1058,Bogkalot (ilk),ilk,Bogkalot,Philippines,Philippines,50800,True,<100K
1059,Bolinao (smk),smk,Bolinao,Philippines,Philippines,56200,True,<100K
1060,Botolan Sambal (sbl),sbl,Botolan Sambal,Philippines,Philippines,32900,True,<100K
1061,Brooke’s Point Palawano (plw),plw,Brooke’s Point Palawano,Philippines,Philippines,14400,True,<100K
1062,Buhi’non Bikol (ubl),ubl,Buhi’non Bikol,Philippines,Philippines,73600,True,<100K
1063,Buhid (bku),bku,Buhid,Philippines,Philippines,9370,True,<10K
1064,Butbut Kalinga (kyb),kyb,Butbut Kalinga,Philippines,Philippines,15000,False,<100K
1065,Butuanon (btw),btw,Butuanon,Philippines,Philippines,34500,True,<100K
1066,Calamian Tagbanwa (tbk),tbk,Calamian Tagbanwa,Philippines,Philippines,10000,True,<100K
1067,Caluyanun (clu),clu,Caluyanun,Philippines,Philippines,30000,True,<100K
1068,Capiznon (cps),cps,Capiznon,Philippines,Philippines,639000,True,<1M
1069,Casiguran Dumagat Agta (dgc),dgc,Casiguran Dumagat Agta,Philippines,Philippines,610,True,<1K
1070,Cebuano (ceb),ceb,Cebuano,Philippines,Philippines,15800000,True,<100M
1071,Central Bikol (bcl),bcl,Central Bikol,Philippines,Philippines,2500000,True,<10M
1072,Central Bontok (lbk),lbk,Central Bontok,Philippines,Philippines,19600,True,<100K
1073,Central Cagayan Agta (agt),agt,Central Cagayan Agta,Philippines,Philippines,780,True,<1K
1074,Central Palawano (plc),plc,Central Palawano,Philippines,Philippines,12000,True,<100K
1075,Central Sama (sml),sml,Central Sama,Philippines,Philippines,90000,True,<100K
1076,Central Subanen (syb),syb,Central Subanen,Philippines,Philippines,140000,True,<1M
1077,Central Tagbanwa (tgt),tgt,Central Tagbanwa,Philippines,Philippines,2000,True,<10K
1078,Chavacano (cbk),cbk,Chavacano,Philippines,Philippines,1200000,True,<10M
1079,Cotabato Manobo (mta),mta,Cotabato Manobo,Philippines,Philippines,30000,True,<100K
1080,Cuyonon (cyo),cyo,Cuyonon,Philippines,Philippines,123000,True,<1M
1081,Davawenyo (daw),daw,Davawenyo,Philippines,Philippines,147000,True,<1M
1082,Dibabawon Manobo (mbd),mbd,Dibabawon Manobo,Philippines,Philippines,10000,True,<100K
1083,Dicamay Agta (duy),duy,Dicamay Agta,Philippines,Philippines,0,False,<10
1084,Dupaninan Agta (duo),duo,Dupaninan Agta,Philippines,Philippines,1200,True,<10K
1085,Eastern Bontok (ebk),ebk,Eastern Bontok,Philippines,Philippines,6170,True,<10K
1086,Eastern Subanen (sfe),sfe,Eastern Subanen,Philippines,Philippines,7000,True,<10K
1087,Eskayan (esy),esy,Eskayan,Philippines,Philippines,500,False,<1K
1088,Faire Atta (azt),azt,Faire Atta,Philippines,Philippines,300,False,<1K
1089,Filipino (fil),fil,Filipino,Philippines,Philippines,45000000,True,<100M
1090,Filipino Sign Language (psp),psp,Filipino Sign Language,Philippines,Philippines,100000,True,<1M
1091,Cebuano Sign Language (psp_ceb),psp_ceb,Cebuano Sign Language,Philippines,Philippines,-,False,N/A
1092,Ga’dang (gdg),gdg,Ga’dang,Philippines,Philippines,6000,True,<10K
1093,Gaddang (gad),gad,Gaddang,Philippines,Philippines,30000,True,<100K
1094,Hanunoo (hnn),hnn,Hanunoo,Philippines,Philippines,18800,True,<100K
1095,Higaonon (mba),mba,Higaonon,Philippines,Philippines,30000,True,<100K
1096,Hiligaynon (hil),hil,Hiligaynon,Philippines,Philippines,5770000,True,<10M
1097,I-wak (iwk),iwk,I-wak,Philippines,Philippines,3260,False,<10K
1098,Ibaloi (ibl),ibl,Ibaloi,Philippines,Philippines,111000,True,<1M
1099,Ibanag (ibg),ibg,Ibanag,Philippines,Philippines,500000,True,<1M
1100,Ibatan (ivb),ivb,Ibatan,Philippines,Philippines,1240,True,<10K
1101,Ilianen Manobo (mbi),mbi,Ilianen Manobo,Philippines,Philippines,14600,True,<100K
1102,Ilocano (ilo),ilo,Ilocano,Philippines,Philippines,6920000,True,<10M
1103,Inabaknon (abx),abx,Inabaknon,Philippines,Philippines,26400,True,<100K
1104,Inagta Alabat (dul),dul,Inagta Alabat,Philippines,Philippines,30,True,<100
1105,Inlaud Itneg (iti),iti,Inlaud Itneg,Philippines,Philippines,9000,False,<10K
1106,Inonhan (loc),loc,Inonhan,Philippines,Philippines,85800,False,<100K
1107,Iranun (ilp),ilp,Iranun,Philippines,Philippines,241000,False,<1M
1108,Iraya (iry),iry,Iraya,Philippines,Philippines,10000,True,<100K
1109,Isinay (inn),inn,Isinay,Philippines,Philippines,5520,True,<10K
1110,Isnag (isd),isd,Isnag,Philippines,Philippines,450,True,<1K
1111,Itawit (itv),itv,Itawit,Philippines,Philippines,134000,True,<1M
1112,Ivatan (ivv),ivv,Ivatan,Philippines,Philippines,35000,True,<100K
1113,Kagan Kalagan (kll),kll,Kagan Kalagan,Philippines,Philippines,6000,True,<10K
1114,Kagayanen (cgc),cgc,Kagayanen,Philippines,Philippines,30000,True,<100K
1115,Kalagan (kqe),kqe,Kalagan,Philippines,Philippines,70000,True,<100K
1116,Kalanguya (kak),kak,Kalanguya,Philippines,Philippines,100000,True,<1M
1117,Kamayo (kyk),kyk,Kamayo,Philippines,Philippines,363000,True,<1M
1118,Kankanaey (kne),kne,Kankanaey,Philippines,Philippines,150000,True,<1M
1119,Kapampangan (pam),pam,Kapampangan,Philippines,Philippines,1900000,True,<10M
1120,Karao (kyj),kyj,Karao,Philippines,Philippines,2000,True,<10K
1121,Kasiguranin (ksn),ksn,Kasiguranin,Philippines,Philippines,10000,False,<100K
1122,Katubung Agta (agk),agk,Katubung Agta,Philippines,Philippines,5,False,<10
1123,Keley-i Kallahan (ify),ify,Keley-i Kallahan,Philippines,Philippines,8000,True,<10K
1124,Kinabalian (cbw),cbw,Kinabalian,Philippines,Philippines,14000,False,<100K
1125,Kinamiging Manobo (mkx),mkx,Kinamiging Manobo,Philippines,Philippines,26700,False,<100K
1126,Kinaray-a (krj),krj,Kinaray-a,Philippines,Philippines,378000,True,<1M
1127,Kolibugan Subanon (skn),skn,Kolibugan Subanon,Philippines,Philippines,20000,False,<100K
1128,Koronadal Blaan (bpr),bpr,Koronadal Blaan,Philippines,Philippines,150000,True,<1M
1129,Libon Bikol (lbl),lbl,Libon Bikol,Philippines,Philippines,68800,True,<100K
1130,Limos Kalinga (kmk),kmk,Limos Kalinga,Philippines,Philippines,12700,True,<100K
1131,Lubuagan Kalinga (knb),knb,Lubuagan Kalinga,Philippines,Philippines,30000,True,<100K
1132,Mabaka Valley Kalinga (kkg),kkg,Mabaka Valley Kalinga,Philippines,Philippines,12000,False,<100K
1133,Maeng Itneg (itt),itt,Maeng Itneg,Philippines,Philippines,18000,False,<100K
1134,Mag-antsi Ayta (sgb),sgb,Mag-antsi Ayta,Philippines,Philippines,8200,True,<10K
1135,Mag-Indi Ayta (blx),blx,Mag-Indi Ayta,Philippines,Philippines,5000,True,<10K
1136,Magbukun Ayta (ayt),ayt,Magbukun Ayta,Philippines,Philippines,1000,False,<10K
1137,Maguindanaon (mdh),mdh,Maguindanaon,Philippines,Philippines,1100000,True,<10M
1138,Majukayang Kalinga (kmd),kmd,Majukayang Kalinga,Philippines,Philippines,1500,False,<10K
1139,Malaynon (mlz),mlz,Malaynon,Philippines,Philippines,8500,False,<10K
1140,Mandaya (mry),mry,Mandaya,Philippines,Philippines,250000,True,<1M
1141,Manide (abd),abd,Manide,Philippines,Philippines,3800,True,<10K
1142,Mansaka (msk),msk,Mansaka,Philippines,Philippines,57800,True,<100K
1143,Mapun (sjm),sjm,Mapun,Philippines,Philippines,43000,True,<100K
1144,Maranao (mrw),mrw,Maranao,Philippines,Philippines,776000,True,<1M
1145,Masadiit Itneg (tis),tis,Masadiit Itneg,Philippines,Philippines,7500,False,<10K
1146,Masbatenyo (msb),msb,Masbatenyo,Philippines,Philippines,600000,True,<1M
1147,Matigsalug Manobo (mbt),mbt,Matigsalug Manobo,Philippines,Philippines,50000,True,<100K
1148,Mayoyao Ifugao (ifu),ifu,Mayoyao Ifugao,Philippines,Philippines,30000,True,<100K
1149,Minamanwa (mmn),mmn,Minamanwa,Philippines,Philippines,5150,True,<10K
1150,Miraya Bikol (rbl),rbl,Miraya Bikol,Philippines,Philippines,300000,True,<1M
1151,Moyadan Itneg (ity),ity,Moyadan Itneg,Philippines,Philippines,12000,False,<100K
1152,Mt. Iraya Agta (atl),atl,Mt. Iraya Agta,Philippines,Philippines,150,False,<1K
1153,Mt. Iriga Agta (agz),agz,Mt. Iriga Agta,Philippines,Philippines,1500,False,<10K
1154,Northern Alta (aqn),aqn,Northern Alta,Philippines,Philippines,200,True,<1K
1155,Northern Binukidnon (kyn),kyn,Northern Binukidnon,Philippines,Philippines,15100,True,<100K
1156,Northern Bontok (rbk),rbk,Northern Bontok,Philippines,Philippines,9700,False,<10K
1157,Northern Catanduanes Bikol (cts),cts,Northern Catanduanes Bikol,Philippines,Philippines,77500,True,<100K
1158,Northern Kankanay (xnn),xnn,Northern Kankanay,Philippines,Philippines,70000,True,<100K
1159,Northern Sorsoganon (bks),bks,Northern Sorsoganon,Philippines,Philippines,85000,True,<100K
1160,Northern Subanen (stb),stb,Northern Subanen,Philippines,Philippines,85400,True,<100K
1161,Obo Manobo (obo),obo,Obo Manobo,Philippines,Philippines,60000,True,<100K
1162,Pahanan Agta (apf),apf,Pahanan Agta,Philippines,Philippines,1700,False,<10K
1163,Pamplona Atta (att),att,Pamplona Atta,Philippines,Philippines,1000,True,<10K
1164,Pangasinan (pag),pag,Pangasinan,Philippines,Philippines,1160000,True,<10M
1165,Pangutaran Sama (slm),slm,Pangutaran Sama,Philippines,Philippines,35200,True,<100K
1166,Paranan (prf),prf,Paranan,Philippines,Philippines,15000,True,<100K
1167,Porohanon (prh),prh,Porohanon,Philippines,Philippines,23000,True,<100K
1168,Pudtol Atta (atp),atp,Pudtol Atta,Philippines,Philippines,710,False,<1K
1169,Rajah Kabunsuwan Manobo (mqk),mqk,Rajah Kabunsuwan Manobo,Philippines,Philippines,7560,False,<10K
1170,Ratagnon (btn),btn,Ratagnon,Philippines,Philippines,2,True,<10
1171,Remontado Dumagat (agv),agv,Remontado Dumagat,Philippines,Philippines,2530,True,<10K
1172,Rinconada Bikol (bto),bto,Rinconada Bikol,Philippines,Philippines,385000,True,<1M
1173,Romblomanon (rol),rol,Romblomanon,Philippines,Philippines,94000,True,<100K
1174,Sambal (xsb),xsb,Sambal,Philippines,Philippines,70000,True,<100K
1175,Sangil (snl),snl,Sangil,Philippines,Philippines,15000,True,<100K
1176,Sarangani Blaan (bps),bps,Sarangani Blaan,Philippines,Philippines,90800,True,<100K
1177,Sarangani Manobo (mbs),mbs,Sarangani Manobo,Philippines,Philippines,58000,True,<100K
1178,Sorsogon Ayta (ays),ays,Sorsogon Ayta,Philippines,Philippines,15,False,<100
1179,Southern Alta (agy),agy,Southern Alta,Philippines,Philippines,1000,True,<10K
1180,Southern Binukidnon (mtw),mtw,Southern Binukidnon,Philippines,Philippines,7570,False,<10K
1181,Southern Bontok (obk),obk,Southern Bontok,Philippines,Philippines,2760,True,<10K
1182,Southern Catanduanes Bikol (bln),bln,Southern Catanduanes Bikol,Philippines,Philippines,135000,True,<1M
1183,Southern Kalinga (ksc),ksc,Southern Kalinga,Philippines,Philippines,13000,True,<100K
1184,Southern Sama (ssb),ssb,Southern Sama,Philippines,Philippines,200000,True,<1M
1185,Southern Sorsoganon (srv),srv,Southern Sorsoganon,Philippines,Philippines,185000,True,<1M
1186,Southern Subanen (laa),laa,Southern Subanen,Philippines,Philippines,25000,True,<100K
1187,Southwest Palawano (plv),plv,Southwest Palawano,Philippines,Philippines,12000,True,<100K
1188,Southwestern Bontok (vbk),vbk,Southwestern Bontok,Philippines,Philippines,2470,False,<10K
1189,Sulod (srg),srg,Sulod,Philippines,Philippines,14000,False,<100K
1190,Surigaonon (sgd),sgd,Surigaonon,Philippines,Philippines,400000,True,<1M
1191,Tadyawan (tdy),tdy,Tadyawan,Philippines,Philippines,2940,False,<10K
1192,Tagabawa (bgs),bgs,Tagabawa,Philippines,Philippines,43000,True,<100K
1193,Tagakaulo (klg),klg,Tagakaulo,Philippines,Philippines,83000,True,<100K
1194,Tagalog (tgl),tgl,Tagalog,Philippines,Philippines,24628290,True,<100M
1195,Tagbanwa (tbw),tbw,Tagbanwa,Philippines,Philippines,10000,True,<100K
1196,Tandaganon (tgn),tgn,Tandaganon,Philippines,Philippines,100000,True,<1M
1197,Tanudan Kalinga (kml),kml,Tanudan Kalinga,Philippines,Philippines,11200,True,<100K
1198,Tausug (tsg),tsg,Tausug,Philippines,Philippines,900000,True,<1M
1199,Tawbuid (twb),twb,Tawbuid,Philippines,Philippines,6810,True,<10K
1200,Tboli (tbl),tbl,Tboli,Philippines,Philippines,95300,True,<100K
1201,Teduray (tiy),tiy,Teduray,Philippines,Philippines,50000,True,<100K
1202,Tuwali Ifugao (ifk),ifk,Tuwali Ifugao,Philippines,Philippines,30000,True,<100K
1203,Umiray Dumaget Agta (due),due,Umiray Dumaget Agta,Philippines,Philippines,3000,True,<10K
1204,Vanaw Kalinga (bjx),bjx,Vanaw Kalinga,Philippines,Philippines,3500,False,<10K
1205,Villa Viciosa Agta (dyg),dyg,Villa Viciosa Agta,Philippines,Philippines,0,False,<10
1206,Waray-Waray (war),war,Waray-Waray,Philippines,Philippines,2560000,True,<10M
1207,West Albay Bikol (fbl),fbl,West Albay Bikol,Philippines,Philippines,260000,True,<1M
1208,Western Bukidnon Manobo (mbb),mbb,Western Bukidnon Manobo,Philippines,Philippines,15000,True,<100K
1209,Western Subanon (suc),suc,Western Subanon,Philippines,Philippines,125000,True,<1M
1210,Yakan (yka),yka,Yakan,Philippines,Philippines,106000,True,<1M
1211,Yogad (yog),yog,Yogad,Philippines,Philippines,16000,True,<100K
1212,Baba Malay (mbf),mbf,Baba Malay,Singapore,Singapore,10000,True,<100K
1213,Singapore Sign Language (sls),sls,Singapore Sign Language,Singapore,Singapore,3000,False,<10K
1214,Aheu (thm),thm,Aheu,Thailand,Thailand,450,True,<1K
1215,Ban Khor Sign Language (bfk),bfk,Ban Khor Sign Language,Thailand,Thailand,400,False,<1K
1216,Bisu (bzi),bzi,Bisu,Thailand,Thailand,700,True,<1K
1217,Chiangmai Sign Language (csd),csd,Chiangmai Sign Language,Thailand,Thailand,19,False,<100
1218,Chong (cog),cog,Chong,Thailand,Thailand,500,True,<1K
1219,Eastern Lawa (lwl),lwl,Eastern Lawa,Thailand,Thailand,7000,True,<10K
1220,Moklen (mkm),mkm,Moklen,Thailand,Thailand,1500,True,<10K
1221,Mpi (mpz),mpz,Mpi,Thailand,Thailand,900,True,<1K
1222,Northeastern Thai (tts),tts,Northeastern Thai,Thailand,Thailand,15000000,True,<100M
1223,Northern Khmer (kxm),kxm,Northern Khmer,Thailand,Thailand,1400000,True,<10M
1224,Nyahkur (cbn),cbn,Nyahkur,Thailand,Thailand,1500,True,<10K
1225,Nyaw (nyw),nyw,Nyaw,Thailand,Thailand,50000,False,<100K
1226,Nyeu (nyl),nyl,Nyeu,Thailand,Thailand,200,True,<1K
1227,Pattani Malay (mfa),mfa,Pattani Malay,Thailand,Thailand,1000000,True,<10M
1228,Phrae Pwo Karen (kjt),kjt,Phrae Pwo Karen,Thailand,Thailand,6000,False,<10K
1229,Pwo Northern Karen (pww),pww,Pwo Northern Karen,Thailand,Thailand,60000,True,<100K
1230,Southern Thai (sou),sou,Southern Thai,Thailand,Thailand,4500000,True,<10M
1231,Thai (tha),tha,Thai,"Thailand, Cambodia",Thailand,60200000,True,<100M
1232,Thai Sign Language (tsq),tsq,Thai Sign Language,Thailand,Thailand,51000,False,<100K
1233,Thai Song (soa),soa,Thai Song,Thailand,Thailand,32300,False,<100K
1234,Ugong (ugo),ugo,Ugong,Thailand,Thailand,150,True,<1K
1235,Urak Lawoi’ (urk),urk,Urak Lawoi’,Thailand,Thailand,5000,True,<10K
1236,Western Lawa (lcp),lcp,Western Lawa,Thailand,Vietnam,8000,True,<10K
1237,Yong (yno),yno,Yong,Thailand,Vietnam,12600,True,<100K
1238,Bahnar (bdq),bdq,Bahnar,Vietnam,Vietnam,158000,True,<1M
1239,Bih (ibh),ibh,Bih,Vietnam,Vietnam,10,True,<100
1240,Budeh Stieng (stt),stt,Budeh Stieng,Vietnam,Vietnam,40000,False,<100K
1241,Cacgia Roglai (roc),roc,Cacgia Roglai,Vietnam,Vietnam,3000,False,<10K
1242,Cao Lan (mlc),mlc,Cao Lan,Vietnam,Vietnam,169000,False,<1M
1243,Chrau (crw),crw,Chrau,Vietnam,Vietnam,7000,True,<10K
1244,Chru (cje),cje,Chru,Vietnam,Vietnam,19300,True,<100K
1245,Côông (cnc),cnc,Côông,Vietnam,Vietnam,2030,False,<10K
1246,Cua (cua),cua,Cua,Vietnam,Vietnam,12000,True,<100K
1247,Eastern Cham (cjm),cjm,Eastern Cham,Vietnam,Vietnam,72900,True,<100K
1248,Eastern Katu (ktv),ktv,Eastern Katu,Vietnam,Vietnam,50500,True,<100K
1249,Eastern Mnong (mng),mng,Eastern Mnong,Vietnam,Vietnam,30000,True,<100K
1250,En (enc),enc,En,Vietnam,Vietnam,200,True,<1K
1251,Giáy (pcc),pcc,Giáy,Vietnam,Vietnam,2600000,True,<10M
1252,Green Gelao (giq),giq,Green Gelao,Vietnam,Vietnam,300,True,<1K
1253,Haiphong Sign Language (haf),haf,Haiphong Sign Language,Vietnam,Vietnam,1800,False,<10K
1254,Hanoi Sign Language (hab),hab,Hanoi Sign Language,Vietnam,Vietnam,39000,False,<100K
1255,Haroi (hro),hro,Haroi,Vietnam,Vietnam,35000,True,<100K
1256,Hmong Dô (hmv),hmv,Hmong Dô,Vietnam,Vietnam,3700000,True,<10M
1257,Hmong Don (hmf),hmf,Hmong Don,Vietnam,Vietnam,-,False,N/A
1258,Ho Chi Minh City Sign Language (hos),hos,Ho Chi Minh City Sign Language,Vietnam,Vietnam,45000,True,<100K
1259,Hre (hre),hre,Hre,Vietnam,Vietnam,94000,True,<100K
1260,Katua (kta),kta,Katua,Vietnam,Vietnam,4000,True,<10K
1261,Kayong (kxy),kxy,Kayong,Vietnam,Vietnam,25000,False,<100K
1262,Kháng (kjm),kjm,Kháng,Vietnam,Vietnam,13800,True,<100K
1263,Khao (xao),xao,Khao,Vietnam,Vietnam,10000,False,<100K
1264,Koho (kpm),kpm,Koho,Vietnam,Vietnam,166000,True,<1M
1265,Kucong (lkc),lkc,Kucong,Vietnam,Vietnam,6870,False,<10K
1266,Lachi (lbt),lbt,Lachi,Vietnam,Vietnam,5000,True,<10K
1267,Laghuu (lgh),lgh,Laghuu,Vietnam,Vietnam,300,False,<1K
1268,Laha (lha),lha,Laha,Vietnam,Vietnam,5690,True,<10K
1269,Maa (cma),cma,Maa,Vietnam,Vietnam,33300,True,<100K
1270,Mang (zng),zng,Mang,Vietnam,Vietnam,2660,True,<10K
1271,Mantsi (nty),nty,Mantsi,Vietnam,Vietnam,1100,False,<10K
1272,Monom (moo),moo,Monom,Vietnam,Vietnam,6000,True,<10K
1273,Muong (mtq),mtq,Muong,Vietnam,Vietnam,1140000,True,<10M
1274,Ná-Meo (neo),neo,Ná-Meo,Vietnam,Vietnam,1200,False,<10K
1275,Northern Roglai (rog),rog,Northern Roglai,Vietnam,Vietnam,52900,True,<100K
1276,Nung (nut),nut,Nung,Vietnam,Vietnam,969000,True,<1M
1277,Pa-Hng (pha),pha,Pa-Hng,Vietnam,Vietnam,26800,True,<100K
1278,Phula (phh),phh,Phula,Vietnam,Vietnam,5000,False,<10K
1279,Phuong (phg),phg,Phuong,Vietnam,Vietnam,15100,True,<100K
1280,Puoc (puo),puo,Puoc,Vietnam,Vietnam,18000,True,<100K
1281,Qabiao (laq),laq,Qabiao,Vietnam,Vietnam,690,True,<1K
1282,Rade (rad),rad,Rade,Vietnam,Vietnam,177000,True,<1M
1283,Red Gelao (gir),gir,Red Gelao,Vietnam,Vietnam,6000,True,<10K
1284,Rengao (ren),ren,Rengao,Vietnam,Vietnam,18000,True,<100K
1285,Romam (rmx),rmx,Romam,Vietnam,Vietnam,200,False,<1K
1286,Sedang (sed),sed,Sedang,Vietnam,Vietnam,97000,True,<100K
1287,Southern Mnong (mnn),mnn,Southern Mnong,Vietnam,Vietnam,30000,False,<100K
1288,Southern Roglai (rgs),rgs,Southern Roglai,Vietnam,Vietnam,41000,True,<100K
1289,Tai Thanh (tmm),tmm,Tai Thanh,Vietnam,Vietnam,20000,True,<100K
1290,Takua (tkz),tkz,Takua,Vietnam,Vietnam,6000,False,<10K
1291,Tày (tyz),tyz,Tày,Vietnam,Vietnam,1630000,True,<10M
1292,Tay Boi (tas),tas,Tay Boi,Vietnam,Vietnam,0,True,<10
1293,Tày Sa Pa (tys),tys,Tày Sa Pa,Vietnam,Vietnam,300,False,<1K
1294,Tày Tac (tyt),tyt,Tày Tac,Vietnam,Vietnam,-,False,N/A
1295,Tho (tou),tou,Tho,Vietnam,Vietnam,68400,False,<100K
1296,Thu Lao (tyl),tyl,Thu Lao,Vietnam,Vietnam,200,False,<1K
1297,Todrah (tdr),tdr,Todrah,Vietnam,Vietnam,6000,True,<10K
1298,Trieng (stg),stg,Trieng,Vietnam,Vietnam,15000,False,<100K
1299,Ts’ün-Lao (tsl),tsl,Ts’ün-Lao,Vietnam,Vietnam,10000,False,<100K
